Ac.pbe-spfn-kjpaw_psl.1.0.0.UPF,48.4106923035429,328.135829352194
Ag.pbe-dn-kjpaw_psl.0.1.UPF,32.0508209979998,164.714434116741
Ag.pbe-n-kjpaw_psl.1.0.0.UPF,45.133927464171,180.535709856684
Ag.pbe-spn-kjpaw_psl.1.0.0.UPF,62.6270632416371,407.982992113154
Al.pbe-n-kjpaw_psl.0.1.UPF,36.1315175142272,144.526070056909
Al.pbe-n-kjpaw_psl.1.0.0.UPF,29.4943026984848,143.483662147689
Al.pbe-nl-kjpaw_psl.1.0.0.UPF,28.531721308171,120.557354406085
Am.pbe-spfn-kjpaw_psl.1.0.0.UPF,48.480591999872,284.353331722861
Ar.pbe-n-kjpaw_psl.0.3.0.UPF,26.0278888407656,225.471244580625
Ar.pbe-n-kjpaw_psl.1.0.0.UPF,47.5965082958769,225.141851164376
Ar.pbe-nl-kjpaw_psl.1.0.0.UPF,46.1944431508375,189.00407026941
As.pbe-dn-kjpaw_psl.1.0.0.UPF,42.6248276253242,288.867131564484
As.pbe-n-kjpaw_psl.0.2.UPF,19.9067571458288,103.137455401762
As.pbe-n-kjpaw_psl.1.0.0.UPF,19.9067571458288,103.137455391061
At.pbe-dn-kjpaw_psl.1.0.0.UPF,50.333849503422,470.859370902683
Au.pbe-dn-kjpaw_psl.0.3.0.UPF,26.1241959299631,356.549925537181
Au.pbe-n-kjpaw_psl.1.0.0.UPF,40.9894562512901,363.694950302455
Au.pbe-spfn-kjpaw_psl.1.0.0.UPF,68.221274338303,375.84476910104
Au.pbe-spn-kjpaw_psl.1.0.0.UPF,68.221274338303,353.24127328718
B.pbe-n-kjpaw_psl.0.1.UPF,42.5887378363066,170.354951345226
B.pbe-n-kjpaw_psl.1.0.0.UPF,42.5887378363066,324.567064108007
Ba.pbe-spn-kjpaw_psl.1.0.0.UPF,37.4096100144753,175.780227493119
Be.pbe-n-kjpaw_psl.0.2.UPF,30.0540470667662,197.28260646169
Be.pbe-n-kjpaw_psl.1.0.0.UPF,33.0447523239799,132.17900929592
Be.pbe-s-kjpaw_psl.1.0.0.UPF,80.8963740973967,389.574384318519
Be.pbe-sl-kjpaw_psl.1.0.0.UPF,70.1298385086132,710.076211452473
Bi.pbe-dn-kjpaw_psl.0.2.2.UPF,43.0941568392501,172.376627357
Bi.pbe-dn-kjpaw_psl.1.0.0.UPF,45.2354121714915,454.662304767205
Br.pbe-dn-kjpaw_psl.1.0.0.UPF,56.2066389234295,289.106209536289
Br.pbe-n-kjpaw_psl.0.2.UPF,24.7255333864914,108.047686616687
Br.pbe-n-kjpaw_psl.1.0.0.UPF,48.9031030979865,195.612412391946
C.pbe-n-kjpaw_psl.0.1.UPF,36.6569098465589,146.627639386236
C.pbe-n-kjpaw_psl.1.0.0.UPF,40.1867666149419,326.260592265119
Ca.pbe-spn-kjpaw_psl.1.0.0.UPF,45.0516838455948,273.93483614823
Cd.pbe-dn-kjpaw_psl.0.3.1.UPF,37.1176178782654,179.301997724222
Cd.pbe-n-kjpaw_psl.1.0.0.UPF,37.1176178782654,637.576970696014
Cd.pbe-spn-kjpaw_psl.1.0.0.UPF,64.9982147790483,531.808872629839
Ce.pbe-spdfn-kjpaw_psl.1.0.0.UPF,173.115404213013,692.461616852051
Ce.pbe-spdn-kjpaw_psl.1.0.0.UPF,36.9120473828455,179.219530016553
Cl.pbe-n-kjpaw_psl.0.3.0.UPF,36.4986346474176,145.99453858967
Cl.pbe-n-kjpaw_psl.1.0.0.UPF,45.3311790730129,223.209382781261
